;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por município do estabelecimento de ensino superior e município da residência permanente do aluno, em 2014/15 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
municipio;Abrantes;Águeda;Almada;Amadora;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Espinho;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Horta;Idanha-a-Nova;Lamego;Leiria;Lisboa;Loulé;Macedo de Cavaleiros;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Póvoa de Lanhoso;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Novas;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
Oeiras; 2; 0; 427; 21; 2; 10; 2; 3; 2; 9; 0; 24; 162; 7; 0; 22; 17; 2; 0; 43; 0; 23; 0; 2; 1; 0; 0; 1; 1; 10;4 970; 0; 0; 0; 1; 0; 0; 0; 16; 579; 0; 0; 0; 4; 4; 0; 4; 2; 24; 0; 4; 0; 8; 1; 0; 13; 0; 4; 6; 0; 0; 0; 0; 0; 0; 0; 1; 4; 8
Oleiros; 0; 0; 1; 0; 0; 3; 0; 0; 0; 1; 1; 0; 0; 30; 0; 20; 9; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 4; 0; 0; 14; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0
Olhão; 1; 0; 13; 0; 0; 4; 0; 0; 13; 0; 0; 4; 1; 2; 0; 18; 3; 0; 0; 15; 0; 660; 0; 0; 4; 0; 0; 0; 0; 4; 164; 3; 0; 1; 0; 0; 0; 1; 0; 5; 1; 1; 1; 0; 0; 0; 1; 10; 8; 0; 1; 0; 3; 0; 0; 3; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 2
Oliveira de Azeméis; 1; 12; 4; 2; 0; 300; 1; 0; 2; 34; 10; 8; 4; 10; 0; 271; 50; 0; 1; 6; 0; 5; 2; 0; 7; 0; 0; 0; 0; 15; 93; 0; 0; 18; 0; 32; 0; 3; 0; 4; 104; 5; 8; 3; 0; 1; 1; 0; 455; 0; 3; 66; 1; 0; 1; 1; 0; 0; 2; 0; 0; 1; 5; 6; 0; 0; 35; 31; 51
Oliveira de Frades; 0; 3; 1; 0; 0; 58; 0; 0; 0; 4; 2; 0; 0; 0; 0; 74; 16; 0; 0; 1; 0; 1; 0; 0; 4; 0; 0; 1; 0; 2; 24; 0; 0; 0; 0; 3; 0; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 0; 19; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 2; 36
Oliveira do Bairro; 0; 40; 3; 1; 0; 219; 2; 0; 0; 5; 1; 1; 0; 4; 0; 199; 17; 0; 0; 4; 0; 2; 0; 0; 5; 0; 0; 0; 0; 9; 37; 0; 0; 3; 0; 0; 0; 0; 0; 1; 5; 0; 1; 0; 0; 0; 1; 0; 50; 0; 1; 2; 3; 0; 4; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 6; 3; 27
Oliveira do Hospital; 0; 0; 2; 0; 0; 23; 0; 0; 0; 4; 1; 0; 1; 5; 0; 270; 23; 0; 0; 2; 0; 1; 0; 0; 15; 0; 0; 0; 1; 7; 42; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 79; 0; 0; 0; 0; 0; 0; 15; 0; 1; 0; 0; 0; 10; 0; 0; 0; 3; 0; 0; 0; 1; 0; 0; 0; 3; 4; 37
Ourém; 2; 2; 48; 1; 0; 56; 1; 0; 6; 4; 2; 32; 2; 32; 0; 227; 37; 1; 0; 29; 0; 1; 0; 0; 4; 0; 0; 0; 0; 428; 402; 0; 0; 0; 0; 1; 0; 1; 0; 25; 0; 0; 0; 16; 0; 1; 11; 0; 26; 0; 6; 0; 13; 0; 0; 2; 0; 1; 59; 1; 0; 0; 0; 1; 0; 0; 3; 5; 7
Ourique; 0; 0; 3; 0; 0; 0; 0; 0; 17; 0; 0; 0; 1; 0; 0; 6; 0; 0; 0; 7; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 3; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Ovar; 0; 13; 1; 0; 1; 425; 3; 0; 1; 27; 6; 0; 2; 15; 0; 105; 33; 0; 3; 5; 0; 6; 1; 0; 5; 0; 0; 0; 1; 6; 50; 0; 0; 23; 0; 43; 0; 0; 0; 1; 29; 1; 7; 1; 0; 2; 4; 0; 602; 0; 0; 52; 0; 0; 2; 0; 0; 2; 4; 0; 0; 0; 0; 4; 0; 0; 44; 18; 25
Paços de Ferreira; 0; 4; 2; 0; 0; 43; 11; 0; 0; 141; 64; 1; 0; 5; 0; 82; 29; 0; 0; 1; 0; 2; 56; 0; 7; 0; 0; 0; 2; 4; 58; 0; 0; 72; 0; 59; 4; 8; 0; 0; 2; 2; 49; 0; 0; 1; 0; 0; 517; 1; 0; 0; 3; 0; 2; 0; 0; 0; 0; 0; 0; 1; 3; 13; 0; 6; 40; 67; 9
Palmela; 3; 0; 193; 6; 1; 2; 0; 25; 2; 2; 2; 8; 14; 3; 0; 20; 7; 2; 0; 62; 0; 16; 0; 0; 3; 0; 0; 1; 0; 2; 888; 0; 0; 1; 0; 0; 0; 0; 1; 30; 0; 0; 0; 0; 0; 0; 2; 0; 7; 0; 6; 0; 5; 0; 0; 426; 1; 2; 3; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2
Pampilhosa da Serra; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 8; 0; 16; 8; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 2; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Paredes; 1; 0; 1; 0; 0; 47; 8; 0; 2; 59; 56; 2; 2; 5; 0; 87; 13; 0; 0; 1; 0; 3; 75; 0; 8; 0; 0; 0; 2; 2; 73; 0; 0; 79; 0; 146; 0; 13; 1; 2; 0; 0; 151; 1; 1; 1; 1; 1; 971; 0; 0; 0; 1; 0; 2; 0; 0; 2; 1; 0; 0; 3; 5; 18; 0; 5; 40; 92; 8
Paredes de Coura; 0; 0; 1; 0; 0; 1; 10; 0; 0; 34; 3; 0; 0; 0; 1; 7; 3; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 0; 4; 1; 0; 0; 0; 1; 2; 0; 0; 10; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 10; 33; 1; 0; 0; 1; 5; 0
Pedrógão Grande; 0; 0; 2; 0; 0; 2; 0; 0; 0; 1; 0; 1; 0; 6; 0; 28; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 18; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
Penacova; 0; 1; 0; 0; 0; 5; 0; 0; 0; 2; 0; 0; 0; 2; 0; 283; 2; 0; 0; 0; 0; 4; 0; 0; 3; 0; 0; 0; 0; 1; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 0; 0; 0; 0; 0; 0; 8; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 6
Penafiel; 0; 1; 1; 1; 0; 44; 11; 0; 1; 73; 113; 2; 0; 3; 0; 105; 30; 0; 0; 0; 0; 3; 72; 0; 6; 1; 0; 1; 3; 4; 72; 0; 0; 53; 0; 83; 0; 48; 0; 3; 0; 1; 120; 1; 0; 1; 0; 0; 903; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 0; 0; 3; 5; 7; 0; 7; 66; 112; 24
Penalva do Castelo; 0; 0; 0; 0; 0; 22; 0; 0; 0; 1; 2; 0; 0; 2; 0; 20; 13; 0; 0; 0; 0; 0; 0; 0; 13; 0; 0; 1; 1; 2; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 52
Penamacor; 1; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 25; 0; 1; 23; 0; 0; 0; 0; 1; 0; 0; 8; 0; 0; 2; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 2; 1; 1; 0; 1; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2
Penedono; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 12; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 3; 2; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21
Penela; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 2; 0; 142; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 11; 5; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 1; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
Peniche; 0; 0; 20; 0; 0; 14; 0; 0; 1; 2; 0; 21; 6; 2; 0; 32; 16; 1; 0; 8; 0; 5; 0; 0; 0; 0; 0; 0; 0; 129; 214; 0; 0; 1; 0; 1; 0; 0; 2; 11; 0; 1; 0; 168; 0; 0; 0; 0; 3; 0; 9; 0; 21; 0; 0; 1; 0; 1; 0; 0; 6; 0; 0; 0; 0; 0; 1; 0; 2
Peso da Régua; 1; 0; 1; 0; 0; 15; 0; 0; 0; 15; 61; 0; 0; 4; 0; 44; 11; 0; 0; 0; 0; 0; 3; 0; 2; 0; 0; 0; 29; 5; 21; 0; 0; 5; 0; 5; 0; 12; 0; 1; 1; 2; 3; 1; 1; 1; 0; 0; 100; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 6; 144; 18
Pinhel; 0; 1; 4; 0; 0; 12; 0; 0; 0; 3; 3; 0; 0; 12; 0; 29; 52; 1; 0; 1; 0; 2; 0; 0; 52; 0; 0; 3; 1; 3; 24; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 1; 0; 5; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 3; 8
Pombal; 2; 0; 26; 1; 0; 78; 0; 0; 0; 7; 0; 13; 2; 25; 0; 493; 42; 0; 0; 17; 0; 11; 0; 0; 0; 0; 0; 1; 0; 444; 200; 0; 0; 1; 1; 3; 0; 0; 0; 11; 1; 3; 7; 16; 0; 0; 6; 0; 43; 0; 8; 0; 9; 0; 4; 0; 0; 1; 20; 0; 0; 0; 0; 0; 0; 0; 0; 6; 5
Ponta Delgada; 0; 0; 30; 1; 33; 17; 2; 1; 4; 21; 9; 8; 16; 7; 0; 113; 12; 3; 0; 12; 0; 21; 0; 2; 3; 0; 0; 2; 0; 9; 467; 0; 0; 112; 0; 1; 0; 3; 0; 26; 0; 3; 2; 0;1 107; 4; 4; 2; 120; 0; 3; 0; 6; 0; 2; 3; 0; 0; 3; 0; 0; 0; 7; 0; 0; 12; 6; 14; 10
Ponta do Sol; 0; 0; 1; 1; 0; 7; 0; 0; 0; 3; 0; 0; 0; 4; 0; 20; 4; 0; 0; 2; 0; 1; 0; 66; 2; 0; 0; 0; 0; 1; 29; 0; 0; 1; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 20; 0; 1; 0; 1; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 1; 1; 4; 0
Ponte da Barca; 0; 0; 0; 0; 0; 12; 10; 0; 0; 99; 8; 0; 0; 1; 0; 15; 3; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 3; 12; 0; 0; 0; 0; 0; 3; 2; 0; 0; 0; 0; 1; 0; 0; 10; 0; 0; 32; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 52; 0; 0; 0; 1; 5; 1
Ponte de Lima; 0; 0; 5; 0; 0; 62; 37; 0; 1; 295; 20; 1; 3; 2; 0; 59; 32; 0; 0; 3; 0; 1; 1; 1; 1; 0; 0; 0; 2; 5; 49; 0; 0; 7; 0; 9; 6; 0; 0; 1; 1; 1; 1; 0; 0; 76; 1; 0; 203; 0; 0; 0; 1; 0; 1; 2; 0; 0; 2; 0; 0; 10; 200; 5; 10; 4; 19; 54; 5
Ponte de Sor; 6; 0; 16; 0; 0; 7; 0; 0; 3; 0; 0; 3; 3; 31; 0; 31; 16; 3; 0; 44; 0; 11; 0; 0; 0; 0; 0; 3; 0; 4; 134; 0; 0; 1; 0; 0; 0; 0; 0; 4; 0; 1; 0; 0; 2; 0; 55; 1; 1; 0; 1; 0; 11; 0; 0; 5; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
Portalegre; 3; 0; 35; 1; 0; 4; 0; 0; 8; 1; 0; 3; 4; 34; 0; 41; 31; 13; 0; 64; 0; 7; 0; 0; 1; 0; 0; 2; 0; 7; 231; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 2; 0; 0; 393; 0; 14; 0; 0; 0; 3; 0; 0; 2; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 3; 2
Portel; 0; 0; 3; 0; 0; 0; 0; 0; 29; 0; 0; 0; 0; 1; 0; 3; 3; 0; 0; 62; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Portimão; 0; 0; 42; 1; 0; 14; 0; 0; 40; 10; 3; 1; 5; 2; 0; 43; 17; 2; 0; 64; 0; 290; 0; 1; 0; 0; 0; 0; 0; 8; 387; 2; 0; 2; 0; 1; 0; 0; 0; 13; 0; 1; 2; 2; 0; 0; 6; 253; 23; 0; 6; 0; 1; 0; 0; 12; 34; 1; 1; 0; 0; 0; 0; 0; 0; 0; 3; 2; 2
Porto; 1; 4; 9; 6; 1; 153; 25; 0; 3; 314; 25; 9; 7; 6; 0; 303; 31; 1; 3; 12; 3; 24; 9; 2; 16; 0; 0; 0; 1; 8; 520; 0; 1; 447; 0; 687; 0; 9; 0; 16; 5; 2; 107; 2; 0; 40; 2; 0;10 290; 1; 1; 2; 3; 0; 4; 2; 0; 1; 1; 0; 0; 1; 15; 131; 0; 17; 264; 92; 15
Porto de Mós; 0; 0; 14; 0; 1; 28; 1; 1; 2; 5; 2; 12; 1; 6; 0; 102; 9; 1; 0; 11; 0; 6; 0; 0; 8; 0; 0; 0; 0; 281; 138; 0; 0; 0; 0; 0; 0; 1; 1; 10; 0; 0; 1; 13; 0; 0; 2; 0; 9; 0; 7; 0; 6; 1; 1; 2; 0; 0; 12; 0; 0; 0; 0; 1; 0; 0; 2; 1; 3
Porto Moniz; 0; 0; 2; 0; 0; 0; 0; 0; 0; 2; 2; 0; 0; 0; 0; 3; 1; 0; 0; 0; 0; 1; 0; 18; 0; 0; 0; 0; 0; 3; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
Porto Santo; 0; 0; 4; 0; 0; 0; 0; 0; 0; 1; 2; 0; 1; 0; 0; 8; 0; 0; 0; 1; 0; 1; 0; 22; 0; 0; 0; 0; 0; 1; 35; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 2; 0; 4; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0
Póvoa de Lanhoso; 0; 0; 2; 0; 0; 16; 36; 0; 1; 331; 17; 2; 0; 0; 0; 44; 3; 0; 0; 2; 4; 2; 1; 0; 2; 0; 0; 0; 0; 1; 20; 0; 0; 1; 0; 2; 0; 0; 0; 1; 0; 0; 3; 1; 0; 9; 1; 0; 47; 6; 0; 0; 1; 0; 0; 1; 0; 0; 2; 0; 0; 0; 28; 2; 0; 12; 6; 13; 1
Póvoa de Varzim; 0; 1; 6; 0; 0; 41; 87; 0; 1; 199; 9; 1; 0; 4; 1; 75; 27; 0; 0; 7; 0; 4; 4; 0; 5; 0; 1; 0; 1; 5; 75; 0; 0; 120; 0; 43; 0; 0; 0; 2; 0; 0; 22; 0; 0; 10; 0; 0; 867; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 85; 135; 0; 40; 47; 40; 2
Povoação; 0; 0; 3; 0; 2; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 7; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 64; 0; 0; 0; 5; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
Proença-a-Nova; 1; 0; 10; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 69; 0; 40; 16; 1; 0; 4; 0; 2; 0; 0; 6; 0; 0; 6; 0; 8; 58; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 5; 0; 4; 0; 1; 0; 2; 0; 0; 1; 0; 0; 6; 2; 0; 0; 0; 0; 0; 0; 1; 1; 2
Redondo; 0; 0; 5; 0; 0; 1; 0; 0; 10; 1; 0; 1; 0; 1; 0; 1; 0; 5; 0; 63; 0; 6; 0; 0; 0; 0; 0; 0; 0; 3; 82; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 9; 0; 2; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Reguengos de Monsaraz; 0; 0; 8; 0; 0; 1; 0; 2; 33; 0; 0; 0; 0; 3; 0; 2; 1; 0; 0; 87; 0; 7; 0; 0; 0; 0; 0; 0; 0; 1; 44; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 4; 0; 0; 6; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
Resende; 0; 0; 0; 0; 0; 9; 0; 0; 1; 5; 22; 0; 0; 0; 0; 11; 9; 0; 0; 0; 0; 0; 1; 0; 5; 0; 0; 0; 35; 4; 5; 0; 0; 1; 0; 2; 0; 3; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 57; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 9; 39; 25
Ribeira Brava; 0; 0; 10; 0; 1; 0; 2; 0; 0; 5; 0; 0; 0; 8; 0; 21; 9; 0; 0; 7; 0; 5; 0; 143; 2; 0; 0; 0; 0; 4; 61; 0; 0; 0; 0; 1; 0; 0; 0; 2; 1; 0; 0; 2; 1; 0; 1; 0; 15; 0; 1; 0; 2; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 5; 1
Ribeira de Pena; 0; 0; 0; 0; 0; 2; 1; 0; 0; 3; 13; 0; 0; 1; 1; 10; 3; 0; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 0; 1; 7; 0; 0; 0; 0; 2; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 28; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 43; 1
Ribeira Grande; 0; 1; 7; 0; 16; 14; 0; 0; 2; 6; 3; 1; 1; 4; 0; 23; 9; 0; 0; 7; 0; 1; 0; 1; 0; 0; 0; 0; 0; 6; 86; 0; 0; 0; 0; 0; 0; 2; 0; 2; 0; 0; 2; 0; 305; 0; 1; 0; 35; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 4; 3; 8; 1
Rio Maior; 0; 0; 21; 0; 0; 8; 0; 0; 1; 3; 0; 7; 11; 8; 0; 43; 5; 0; 0; 13; 0; 11; 0; 0; 1; 0; 0; 0; 0; 90; 191; 0; 0; 1; 0; 0; 0; 0; 0; 11; 0; 0; 0; 7; 1; 0; 0; 1; 1; 0; 24; 0; 72; 0; 0; 5; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1
Sabrosa; 0; 0; 0; 1; 0; 2; 0; 0; 0; 3; 15; 0; 0; 2; 0; 9; 3; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 8; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 66; 0
Sabugal; 0; 1; 5; 0; 0; 7; 0; 0; 0; 1; 2; 0; 0; 19; 0; 29; 60; 0; 0; 4; 0; 0; 0; 0; 44; 0; 0; 4; 0; 2; 34; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 4; 0; 5; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 3; 9
Salvaterra de Magos; 2; 0; 23; 0; 0; 8; 0; 1; 2; 0; 0; 1; 3; 6; 0; 20; 3; 0; 0; 22; 0; 7; 0; 0; 1; 0; 0; 1; 0; 11; 231; 0; 0; 0; 0; 0; 0; 0; 2; 6; 0; 0; 0; 2; 0; 1; 2; 0; 6; 0; 13; 0; 70; 0; 0; 5; 0; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
Santa Comba Dão; 0; 2; 4; 1; 0; 20; 1; 0; 0; 2; 4; 0; 0; 8; 0; 85; 12; 0; 0; 3; 0; 0; 0; 0; 2; 0; 0; 0; 2; 8; 38; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 3; 0; 0; 0; 0; 0; 1; 10; 0; 0; 0; 0; 0; 3; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 58
Santa Cruz; 1; 0; 8; 2; 1; 18; 0; 0; 0; 25; 4; 1; 2; 7; 0; 47; 11; 0; 0; 6; 0; 5; 0; 524; 3; 0; 0; 0; 1; 11; 249; 0; 0; 0; 0; 1; 0; 1; 2; 9; 6; 0; 0; 0; 6; 0; 1; 0; 70; 0; 3; 0; 3; 0; 0; 10; 0; 0; 3; 0; 0; 0; 0; 1; 0; 0; 7; 6; 7
Santa Cruz da Graciosa; 0; 0; 2; 0; 8; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 8; 3; 1; 0; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 2; 23; 0; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 2; 8; 0; 0; 0; 10; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Santa Cruz das Flores; 0; 0; 0; 0; 2; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 4; 1; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 1; 0; 2; 0; 0; 0; 0; 10; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Santa Maria da Feira; 2; 19; 3; 0; 1; 553; 6; 0; 2; 70; 30; 6; 3; 15; 0; 352; 75; 0; 2; 6; 0; 9; 4; 0; 16; 0; 0; 0; 6; 10; 121; 0; 0; 125; 0; 134; 1; 3; 0; 5; 66; 2; 30; 10; 1; 1; 4; 1;1 662; 0; 1; 179; 1; 0; 6; 0; 1; 1; 6; 0; 0; 0; 13; 18; 0; 1; 168; 78; 47
Santa Marta de Penaguião; 0; 0; 0; 0; 0; 4; 0; 0; 1; 2; 38; 0; 0; 3; 0; 9; 6; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 7; 1; 4; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 22; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 3; 48; 3
Santana; 0; 0; 6; 0; 0; 9; 0; 0; 2; 6; 0; 0; 1; 1; 0; 20; 8; 0; 0; 5; 0; 9; 0; 57; 0; 0; 0; 0; 0; 2; 33; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 1; 0; 16; 0; 0; 0; 2; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 3; 1
Santarém; 4; 0; 83; 2; 0; 23; 0; 1; 2; 5; 4; 15; 17; 19; 0; 148; 25; 1; 0; 63; 0; 22; 0; 0; 3; 0; 0; 0; 0; 77; 880; 0; 0; 0; 0; 0; 0; 1; 0; 39; 1; 0; 2; 23; 0; 0; 6; 1; 15; 0; 39; 0; 444; 0; 1; 7; 1; 0; 25; 2; 1; 1; 1; 0; 0; 2; 4; 3; 0
Santiago do Cacém; 0; 0; 60; 0; 0; 6; 1; 3; 58; 0; 0; 0; 4; 3; 0; 9; 5; 0; 0; 42; 0; 40; 1; 0; 1; 0; 0; 0; 0; 3; 285; 0; 0; 2; 0; 0; 0; 0; 0; 11; 0; 0; 0; 1; 0; 0; 0; 4; 5; 0; 1; 0; 2; 34; 0; 82; 2; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
