de residência";;;16I1401;16D0101;1701503;1701115;2004301;16D0105;1120302;1701504;1840205;1120303;11E0402;16B1006;1701105;16H0502;11B1703;16E0603;16J0503;1861207;11A0107;1870705;1190307;1500805;11C1303;3003103;16J0907;1190308;2004701;16H0505;11D1805;16F1009;1701106;1500808;11E0405;11A1306;16F1010;11A1308;1111603;11E0407;1701116;1701110;11A0113;16E0611;11A1310;16B1014;2004203;1111607;1861214;1500811;11A1312;1190309;1851414;11A0109;1851416;1811509;16J0912;1701512;1500813;1701111;16I1418;16I1419;16B1113;1111608;1111609;11A1316;1111610;1190312;11A1317;11D1714;16G1823
;;Portugal;Abrantes;Águeda;Almada;Amadora;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Espinho;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Horta;Idanha-a-Nova;Lamego;Leiria;Lisboa;Loulé;Macedo de Cavaleiros;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Póvoa de Lanhoso;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Novas;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
;Portugal;350 133; 390; 868;10 032; 440; 645;12 392;3 161; 503;2 549;17 927;4 926;1 280;2 340;3 436; 268;33 584;6 480; 271; 61;5 802; 334;7 450;1 373;3 069;2 310; 57; 23; 414; 456;8 106;106 811; 174; 26;4 214; 121;4 710; 144; 840; 668;4 873; 446; 290;1 688;1 048;2 441; 563;1 509; 789;56 252; 182; 721; 457;2 641; 52; 270;5 138; 194; 163;1 940; 96; 106; 323;3 114;1 455; 81;1 349;1 240;6 711;5 346
11B1706;Montalegre; 209; 0; 0; 1; 0; 0; 3; 10; 0; 0; 53; 10; 0; 0; 0; 2; 18; 6; 0; 0; 0; 0; 1; 1; 0; 5; 0; 0; 1; 0; 1; 11; 0; 0; 3; 0; 0; 0; 5; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 42; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 1; 1; 2; 0; 23; 0
1870706;Montemor-o-Novo; 365; 0; 0; 7; 0; 0; 2; 0; 2; 13; 0; 0; 0; 0; 6; 0; 9; 0; 5; 0; 155; 0; 14; 0; 0; 0; 0; 0; 0; 0; 0; 122; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 0; 3; 0; 3; 0; 3; 0; 0; 12; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
16E0610;Montemor-o-Velho; 780; 0; 1; 1; 0; 0; 25; 0; 0; 1; 2; 1; 3; 0; 8; 0; 614; 13; 0; 0; 1; 0; 1; 0; 1; 4; 0; 0; 0; 0; 17; 33; 0; 0; 1; 0; 0; 0; 0; 0; 2; 1; 7; 0; 3; 0; 0; 1; 0; 16; 0; 3; 0; 1; 0; 0; 1; 0; 0; 5; 0; 0; 0; 0; 1; 0; 0; 0; 5; 7
1701507;Montijo;1 232; 1; 0; 97; 1; 0; 3; 1; 6; 6; 2; 1; 1; 10; 2; 0; 7; 6; 0; 0; 38; 0; 7; 0; 0; 0; 0; 0; 0; 0; 5; 755; 0; 0; 1; 0; 0; 0; 0; 5; 32; 0; 0; 0; 1; 0; 0; 2; 1; 7; 0; 4; 0; 7; 0; 0; 216; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1
1870707;Mora; 83; 0; 0; 1; 1; 0; 3; 0; 0; 3; 0; 0; 0; 0; 2; 0; 5; 0; 0; 0; 30; 0; 2; 0; 0; 0; 0; 0; 1; 0; 2; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16E1808;Mortágua; 226; 0; 0; 2; 0; 0; 20; 0; 0; 0; 1; 2; 1; 0; 0; 0; 109; 7; 0; 0; 3; 0; 0; 0; 0; 3; 0; 0; 0; 0; 4; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 3; 0; 0; 0; 1; 0; 0; 17; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 6; 24
1840210;Moura; 367; 0; 0; 13; 0; 0; 1; 0; 0; 105; 0; 2; 0; 3; 0; 0; 6; 1; 3; 0; 74; 0; 44; 0; 0; 2; 0; 0; 0; 0; 1; 86; 1; 0; 0; 0; 0; 0; 0; 1; 4; 0; 0; 0; 0; 0; 0; 3; 0; 1; 0; 1; 0; 3; 0; 1; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
1870708;Mourão; 50; 0; 0; 2; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 23; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
11D1707;Murça; 178; 1; 0; 1; 0; 0; 1; 0; 0; 0; 9; 41; 0; 0; 6; 1; 17; 7; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 8; 0; 0; 0; 0; 0; 0; 9; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 53; 2
16D0112;Murtosa; 201; 0; 2; 0; 0; 0; 78; 0; 0; 0; 3; 3; 1; 0; 2; 0; 25; 8; 0; 0; 1; 0; 1; 0; 0; 7; 0; 0; 0; 0; 2; 11; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 1; 0; 1; 0; 0; 34; 0; 0; 5; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 3; 7
16B1011;Nazaré; 396; 1; 0; 8; 0; 0; 12; 1; 0; 1; 3; 1; 7; 6; 7; 0; 66; 12; 1; 0; 5; 0; 8; 0; 0; 2; 0; 1; 1; 0; 111; 86; 0; 0; 0; 5; 0; 0; 1; 0; 9; 0; 0; 0; 9; 0; 0; 1; 0; 13; 0; 5; 0; 7; 0; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 1; 2
16G1809;Nelas; 376; 0; 0; 3; 0; 0; 19; 0; 0; 0; 5; 3; 0; 0; 2; 0; 113; 18; 0; 0; 0; 0; 2; 0; 0; 11; 0; 0; 1; 0; 6; 44; 0; 0; 0; 0; 1; 0; 1; 0; 2; 0; 1; 1; 0; 0; 0; 0; 0; 18; 0; 0; 0; 0; 0; 3; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 3; 117
1861212;Nisa; 155; 1; 0; 6; 0; 0; 1; 0; 0; 2; 0; 1; 0; 1; 31; 0; 8; 7; 0; 0; 20; 0; 2; 0; 0; 2; 0; 0; 0; 0; 1; 36; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 1; 0; 0; 32; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
2004202;Nordeste; 82; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 40; 0; 1; 1; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
16B1012;Óbidos; 286; 1; 0; 12; 1; 0; 5; 0; 0; 1; 1; 2; 22; 1; 1; 0; 19; 4; 1; 0; 3; 0; 2; 0; 0; 0; 0; 0; 0; 0; 53; 122; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 14; 0; 0; 0; 0; 3; 0; 1; 0; 7; 0; 0; 0; 0; 0; 3; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0
1810211;Odemira; 463; 0; 0; 23; 0; 0; 6; 0; 0; 86; 1; 0; 1; 4; 3; 0; 9; 6; 0; 0; 21; 0; 85; 0; 0; 0; 0; 0; 0; 0; 1; 158; 0; 0; 4; 0; 0; 0; 0; 3; 17; 1; 0; 0; 0; 1; 0; 1; 6; 8; 0; 5; 0; 1; 2; 0; 6; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
1701116;Odivelas;4 017; 0; 0; 224; 6; 0; 9; 0; 6; 0; 5; 2; 16; 52; 0; 2; 17; 7; 4; 0; 15; 0; 2; 0; 1; 3; 0; 0; 0; 0; 8;3 362; 0; 0; 5; 0; 1; 0; 2; 126; 106; 0; 1; 0; 8; 0; 0; 2; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 1; 3; 1
1701110;Oeiras;6 865; 1; 0; 450; 22; 2; 16; 2; 6; 4; 9; 1; 28; 196; 8; 0; 30; 15; 1; 0; 41; 0; 16; 0; 2; 3; 0; 0; 2; 0; 6;5 285; 0; 0; 1; 1; 0; 0; 0; 24; 601; 0; 0; 0; 5; 3; 0; 6; 1; 26; 0; 4; 0; 7; 0; 0; 14; 0; 5; 7; 0; 0; 0; 1; 0; 0; 0; 0; 1; 12
16H0506;Oleiros; 107; 0; 0; 2; 0; 0; 4; 0; 0; 0; 2; 1; 0; 0; 31; 0; 25; 10; 0; 0; 0; 0; 1; 0; 0; 2; 0; 0; 2; 0; 1; 17; 0; 0; 1; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 1; 0; 2; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1500810;Olhão; 968; 1; 0; 14; 0; 0; 3; 0; 0; 14; 0; 0; 6; 1; 3; 0; 21; 8; 0; 0; 14; 0; 665; 0; 1; 2; 0; 0; 0; 0; 2; 148; 12; 0; 1; 0; 0; 0; 2; 0; 4; 0; 1; 0; 0; 0; 0; 1; 16; 8; 0; 1; 0; 3; 0; 0; 5; 6; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3
11A0113;Oliveira de Azeméis;1 758; 1; 9; 4; 2; 1; 302; 2; 0; 1; 31; 12; 5; 2; 11; 0; 282; 50; 0; 0; 8; 0; 4; 4; 0; 8; 0; 0; 0; 1; 16; 98; 0; 0; 19; 0; 37; 2; 4; 0; 0; 88; 5; 9; 4; 0; 2; 2; 0; 521; 0; 2; 86; 2; 0; 1; 1; 0; 0; 4; 0; 0; 1; 5; 7; 0; 1; 15; 32; 54
16G1810;Oliveira de Frades; 272; 0; 5; 0; 0; 0; 59; 0; 0; 0; 4; 3; 0; 1; 0; 0; 83; 12; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 1; 2; 18; 0; 0; 0; 0; 3; 0; 0; 0; 2; 0; 0; 2; 0; 0; 0; 2; 0; 22; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 46
16D0114;Oliveira do Bairro; 694; 0; 47; 2; 0; 0; 222; 2; 0; 0; 3; 2; 0; 0; 3; 0; 222; 17; 0; 0; 4; 0; 3; 0; 0; 6; 0; 0; 1; 0; 13; 42; 0; 0; 4; 0; 1; 0; 0; 0; 0; 4; 0; 2; 1; 0; 0; 1; 0; 45; 0; 0; 2; 2; 0; 4; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 1; 3; 32
16E0611;Oliveira do Hospital; 566; 0; 0; 4; 0; 0; 18; 0; 0; 0; 5; 3; 0; 1; 7; 0; 281; 24; 0; 0; 3; 0; 0; 0; 0; 18; 0; 0; 0; 0; 6; 42; 0; 0; 0; 0; 1; 0; 0; 0; 4; 0; 75; 1; 0; 0; 0; 0; 0; 16; 0; 1; 0; 1; 0; 9; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 4; 38
16I1421;Ourém;1 588; 1; 2; 46; 1; 0; 54; 1; 0; 5; 7; 2; 29; 5; 37; 0; 254; 39; 0; 0; 34; 0; 2; 0; 1; 4; 0; 0; 0; 0; 449; 393; 0; 0; 0; 1; 1; 0; 1; 0; 29; 0; 1; 0; 18; 0; 0; 11; 0; 33; 0; 7; 0; 19; 0; 0; 3; 1; 1; 81; 2; 0; 0; 0; 0; 0; 0; 0; 6; 7
1840212;Ourique; 90; 0; 0; 3; 0; 0; 0; 0; 0; 19; 0; 0; 0; 1; 0; 0; 2; 0; 0; 0; 11; 0; 12; 0; 0; 0; 0; 0; 0; 0; 0; 31; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 3; 3; 0; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16D0115;Ovar;1 659; 0; 18; 3; 0; 0; 422; 3; 0; 3; 26; 10; 1; 2; 12; 0; 116; 39; 0; 4; 6; 0; 6; 0; 0; 10; 0; 0; 0; 1; 8; 56; 0; 0; 19; 0; 38; 0; 1; 0; 2; 29; 1; 9; 0; 0; 2; 2; 0; 654; 0; 1; 55; 0; 0; 1; 0; 0; 2; 5; 0; 0; 0; 0; 7; 0; 0; 34; 19; 32
11C1309;Paços de Ferreira;1 342; 0; 3; 2; 0; 0; 40; 14; 0; 0; 129; 68; 2; 0; 3; 3; 65; 33; 0; 0; 1; 0; 3; 59; 0; 5; 0; 0; 0; 2; 4; 49; 0; 0; 83; 0; 65; 2; 8; 0; 2; 1; 2; 52; 1; 0; 1; 0; 0; 540; 1; 0; 0; 2; 0; 4; 0; 0; 0; 2; 0; 0; 1; 2; 17; 0; 9; 2; 50; 10
1701508;Palmela;1 800; 0; 0; 205; 3; 1; 3; 0; 32; 5; 2; 2; 5; 16; 3; 0; 13; 8; 3; 0; 70; 0; 13; 0; 0; 0; 0; 0; 1; 0; 3; 862; 0; 0; 0; 0; 0; 0; 0; 1; 30; 0; 0; 0; 2; 1; 0; 4; 0; 12; 0; 6; 0; 4; 0; 0; 479; 2; 2; 5; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
16E0612;Pampilhosa da Serra; 55; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 1; 10; 0; 19; 10; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 1; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
11A1310;Paredes;2 000; 1; 0; 2; 0; 0; 53; 6; 0; 1; 64; 54; 2; 1; 3; 2; 80; 16; 0; 0; 1; 1; 2; 72; 0; 8; 1; 0; 0; 3; 1; 70; 0; 0; 81; 0; 146; 0; 12; 0; 1; 0; 0; 162; 2; 2; 1; 1; 1;1 003; 0; 0; 0; 0; 0; 2; 0; 0; 2; 0; 0; 0; 3; 5; 17; 0; 2; 12; 91; 10
1111605;Paredes de Coura; 176; 0; 0; 1; 0; 0; 2; 8; 0; 0; 33; 4; 0; 0; 0; 1; 8; 3; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 2; 1; 0; 2; 0; 1; 0; 0; 0; 10; 0; 0; 28; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14; 32; 1; 0; 1; 0; 8; 0
16F1013;Pedrógão Grande; 81; 0; 0; 2; 0; 0; 2; 0; 0; 0; 1; 0; 1; 0; 5; 0; 25; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 21; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
16E0613;Penacova; 402; 0; 1; 0; 1; 0; 6; 0; 0; 0; 2; 0; 0; 0; 2; 0; 348; 2; 0; 0; 1; 0; 2; 0; 0; 1; 0; 0; 0; 0; 3; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 9; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 7
11C1311;Penafiel;1 959; 0; 1; 1; 1; 1; 54; 8; 0; 1; 72; 99; 1; 0; 3; 5; 96; 30; 0; 0; 0; 0; 3; 77; 0; 8; 1; 0; 1; 2; 3; 67; 0; 0; 71; 0; 90; 0; 32; 1; 0; 2; 1; 112; 1; 0; 7; 0; 0; 942; 0; 0; 0; 0; 0; 1; 2; 0; 2; 0; 0; 0; 3; 5; 15; 0; 4; 15; 97; 21
16G1811;Penalva do Castelo; 159; 0; 0; 1; 0; 0; 19; 0; 0; 0; 2; 1; 0; 0; 2; 0; 20; 16; 0; 0; 0; 0; 1; 0; 0; 12; 0; 0; 0; 1; 2; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 58
16H0507;Penamacor; 96; 2; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 31; 1; 2; 20; 0; 0; 0; 0; 2; 0; 0; 11; 0; 0; 6; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 2; 1; 1; 0; 1; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2
11D1812;Penedono; 61; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 1; 0; 4; 0; 0; 0; 2; 2; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 20
16E0614;Penela; 167; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 3; 0; 132; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 11; 6; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 4; 0; 0; 0; 1; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16B1014;Peniche; 771; 1; 0; 20; 0; 0; 14; 0; 0; 1; 2; 0; 23; 4; 2; 0; 48; 13; 0; 0; 9; 0; 8; 0; 0; 0; 0; 0; 1; 0; 148; 232; 0; 0; 1; 0; 1; 0; 0; 1; 13; 0; 1; 0; 188; 0; 0; 0; 0; 2; 0; 8; 0; 21; 0; 0; 2; 0; 1; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 3
11D1708;Peso da Régua; 491; 1; 1; 1; 0; 0; 9; 0; 0; 0; 16; 63; 0; 0; 5; 3; 49; 12; 0; 0; 0; 0; 0; 3; 0; 1; 0; 0; 0; 21; 4; 25; 0; 0; 4; 0; 3; 0; 11; 0; 0; 1; 3; 8; 0; 1; 1; 0; 0; 98; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 128; 16
16J0910;Pinhel; 262; 0; 2; 6; 0; 0; 15; 0; 0; 0; 4; 2; 0; 0; 16; 0; 26; 57; 1; 0; 1; 0; 2; 0; 0; 61; 0; 0; 2; 1; 5; 28; 0; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 0; 0; 1; 0; 7; 0; 1; 0; 1; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 4; 10
16F1015;Pombal;1 599; 2; 0; 24; 0; 0; 90; 0; 0; 0; 6; 0; 16; 5; 35; 0; 549; 49; 1; 0; 16; 0; 15; 0; 0; 0; 0; 0; 2; 0; 461; 182; 0; 0; 2; 4; 2; 0; 0; 0; 8; 0; 3; 5; 19; 0; 0; 8; 0; 50; 0; 4; 0; 4; 0; 1; 0; 0; 2; 21; 0; 0; 0; 1; 0; 0; 0; 0; 7; 5
2004203;Ponta Delgada;2 298; 0; 1; 34; 1; 44; 14; 1; 0; 4; 27; 9; 5; 11; 10; 0; 129; 11; 1; 0; 13; 0; 11; 0; 2; 6; 0; 1; 1; 0; 6; 470; 0; 0; 117; 0; 1; 1; 3; 0; 22; 0; 4; 0; 1;1 181; 5; 4; 1; 116; 2; 2; 0; 3; 0; 1; 3; 0; 0; 2; 0; 0; 0; 6; 0; 0; 0; 0; 4; 7
3003105;Ponta do Sol; 178; 1; 0; 3; 1; 0; 8; 0; 0; 0; 1; 1; 0; 0; 4; 0; 19; 3; 0; 0; 2; 0; 0; 0; 77; 1; 0; 0; 0; 0; 1; 26; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 18; 0; 1; 0; 1; 0; 0; 1; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0
1111606;Ponte da Barca; 282; 0; 0; 0; 0; 0; 15; 9; 0; 1; 111; 8; 0; 0; 1; 0; 18; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 8; 0; 0; 0; 0; 1; 2; 2; 0; 0; 0; 0; 1; 0; 0; 16; 0; 0; 33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 43; 0; 0; 0; 0; 3; 0
1111607;Ponte de Lima;1 239; 0; 2; 6; 0; 0; 61; 37; 0; 1; 282; 23; 0; 3; 3; 3; 57; 37; 0; 0; 3; 0; 1; 2; 1; 1; 0; 0; 0; 0; 6; 54; 0; 0; 5; 0; 11; 4; 1; 0; 0; 1; 0; 2; 1; 0; 69; 1; 0; 247; 0; 0; 0; 1; 0; 1; 1; 0; 0; 2; 0; 0; 11; 221; 6; 13; 5; 2; 47; 4
1861213;Ponte de Sor; 416; 8; 0; 13; 0; 0; 5; 0; 0; 3; 1; 0; 2; 4; 26; 0; 45; 13; 3; 0; 39; 0; 11; 0; 0; 0; 0; 0; 4; 0; 6; 131; 0; 0; 1; 0; 0; 0; 0; 0; 5; 0; 1; 0; 2; 1; 0; 62; 0; 2; 0; 2; 0; 12; 0; 0; 4; 0; 0; 7; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1
1861214;Portalegre; 933; 1; 0; 38; 1; 0; 7; 0; 0; 4; 0; 0; 1; 2; 35; 0; 40; 28; 16; 0; 84; 0; 11; 0; 0; 1; 0; 0; 0; 0; 4; 213; 0; 0; 0; 0; 0; 0; 0; 2; 5; 0; 1; 0; 1; 0; 0; 408; 0; 14; 0; 0; 0; 3; 0; 0; 5; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 4; 2
1870709;Portel; 134; 0; 0; 3; 0; 0; 0; 0; 0; 29; 0; 0; 0; 0; 2; 0; 2; 2; 0; 0; 60; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
1500811;Portimão;1 377; 0; 0; 42; 2; 2; 15; 0; 0; 48; 9; 5; 3; 2; 5; 0; 51; 14; 2; 0; 68; 0; 304; 0; 1; 0; 0; 0; 0; 0; 7; 373; 5; 0; 2; 0; 2; 0; 0; 0; 13; 0; 1; 2; 1; 1; 0; 11; 294; 21; 0; 5; 0; 2; 0; 0; 15; 44; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2
11A1312;Porto;14 062; 2; 6; 11; 16; 2; 179; 20; 0; 1; 312; 31; 7; 10; 8; 2; 205; 37; 1; 2; 11; 2; 28; 10; 2; 12; 2; 0; 0; 1; 7; 522; 0; 0; 471; 0; 624; 0; 9; 0; 9; 8; 1; 78; 3; 2; 46; 2; 0;10 972; 6; 0; 3; 2; 0; 4; 0; 0; 2; 1; 0; 0; 1; 13; 130; 1; 18; 101; 86; 20
16F1016;Porto de Mós; 708; 0; 1; 12; 0; 1; 25; 0; 0; 4; 5; 1; 13; 1; 7; 0; 112; 8; 1; 0; 12; 0; 6; 0; 0; 4; 0; 0; 1; 0; 293; 132; 0; 0; 0; 1; 0; 0; 1; 0; 8; 0; 0; 1; 12; 0; 0; 3; 0; 10; 0; 3; 0; 13; 1; 1; 1; 0; 0; 12; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1
3003106;Porto Moniz; 80; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 3; 0; 0; 2; 0; 4; 2; 0; 0; 0; 0; 1; 0; 25; 0; 0; 0; 0; 0; 3; 23; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
3003201;Porto Santo; 97; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 2; 0; 1; 0; 0; 11; 0; 0; 0; 3; 0; 1; 0; 27; 0; 0; 0; 0; 0; 1; 32; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 1; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
1190309;Póvoa de Lanhoso; 864; 0; 0; 2; 1; 0; 15; 36; 0; 1; 335; 18; 2; 0; 0; 1; 255; 6; 0; 0; 2; 7; 3; 2; 0; 2; 0; 0; 0; 0; 4; 20; 0; 0; 2; 0; 4; 0; 2; 0; 0; 0; 0; 10; 1; 0; 4; 1; 0; 56; 4; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 29; 3; 0; 9; 0; 20; 4
11A1313;Póvoa de Varzim;1 992; 0; 1; 5; 0; 0; 41; 69; 0; 0; 197; 13; 1; 0; 2; 4; 74; 26; 0; 0; 2; 0; 3; 3; 0; 4; 1; 1; 0; 1; 6; 67; 0; 0; 138; 0; 46; 0; 1; 0; 1; 0; 0; 26; 0; 0; 6; 2; 0; 907; 2; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 0; 3; 79; 158; 2; 47; 8; 32; 10
2004204;Povoação; 116; 0; 0; 4; 0; 4; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 4; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 7; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 72; 0; 0; 0; 7; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 2; 1
