,"Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal segundo o concelho do estabelecimento de ensino superior por concelho da residência permanente do aluno, em 2015/16 - Todos os níveis formação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
municipios,Abrantes,Águeda,Almada,Amadora,Angra do Heroísmo,Aveiro,Barcelos,Barreiro,Beja,Braga,Bragança,Caldas da Rainha,Cascais,Castelo Branco,Chaves,Coimbra,Covilhã,Elvas,Espinho,Évora,Fafe,Faro,Felgueiras,Funchal,Guarda,Guimarães,Horta,Idanha-a-Nova,Lamego,Leiria,Lisboa,Loulé,Maia,Marinha Grande,Matosinhos,Melgaço,Mirandela,Odivelas,Oeiras,Oliveira de Azeméis,Oliveira do Hospital,Paredes,Penafiel,Peniche,Ponta Delgada,Ponte de Lima,Portalegre,Portimão,Porto,Póvoa de Lanhoso,Rio Maior,Santa Maria da Feira,Santarém,Santiago do Cacém,Seia,Setúbal,Silves,Sintra,Tomar,Torres Novas,Torres Vedras,Valença,Viana do Castelo,Vila do Conde,Vila Nova de Cerveira,Vila Nova de Famalicão,Vila Nova de Gaia,Vila Real,Viseu
Oliveira do Hospital,0.00,0.00,2.00,0.00,0.00,19.00,0.00,0.00,0.00,3.00,0.00,1.00,1.00,5.00,0.00,283.00,16.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,14.00,0.00,0.00,0.00,1.00,7.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,79.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,19.00,0.00,1.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,2.00,31.00
Ourém,2.00,1.00,50.00,0.00,0.00,53.00,0.00,0.00,1.00,4.00,1.00,40.00,3.00,33.00,0.00,240.00,40.00,0.00,0.00,31.00,0.00,23.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,405.00,428.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,18.00,0.00,0.00,0.00,0.00,18.00,0.00,1.00,16.00,1.00,31.00,0.00,10.00,0.00,13.00,0.00,1.00,3.00,0.00,0.00,59.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,7.00
Ourique,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,5.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ovar,0.00,16.00,1.00,0.00,1.00,409.00,3.00,0.00,2.00,27.00,4.00,4.00,0.00,10.00,0.00,104.00,26.00,0.00,2.00,3.00,0.00,5.00,0.00,0.00,7.00,0.00,0.00,0.00,2.00,6.00,43.00,0.00,24.00,0.00,47.00,0.00,1.00,0.00,1.00,29.00,0.00,7.00,0.00,1.00,1.00,1.00,1.00,0.00,583.00,0.00,0.00,55.00,0.00,0.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,5.00,0.00,0.00,54.00,16.00,27.00
Paços de Ferreira,0.00,3.00,2.00,0.00,0.00,40.00,14.00,0.00,0.00,122.00,57.00,1.00,0.00,4.00,0.00,82.00,33.00,0.00,0.00,1.00,0.00,4.00,58.00,0.00,6.00,1.00,0.00,0.00,2.00,3.00,64.00,0.00,69.00,0.00,59.00,4.00,6.00,0.00,0.00,2.00,0.00,45.00,10.00,0.00,0.00,1.00,1.00,1.00,542.00,0.00,0.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,6.00,18.00,0.00,2.00,49.00,83.00,9.00
Palmela,3.00,0.00,177.00,3.00,0.00,5.00,0.00,30.00,3.00,3.00,2.00,9.00,9.00,4.00,0.00,17.00,6.00,1.00,0.00,62.00,0.00,21.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,2.00,881.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,27.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,10.00,0.00,7.00,0.00,4.00,0.00,0.00,411.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00
Pampilhosa da Serra,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,15.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paredes,1.00,0.00,1.00,2.00,0.00,46.00,11.00,0.00,1.00,57.00,56.00,2.00,1.00,5.00,0.00,85.00,17.00,0.00,0.00,2.00,0.00,4.00,75.00,0.00,9.00,2.00,0.00,0.00,0.00,2.00,62.00,0.00,77.00,0.00,122.00,0.00,13.00,0.00,2.00,0.00,1.00,153.00,8.00,1.00,0.00,1.00,0.00,1.00,988.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,4.00,17.00,0.00,2.00,71.00,100.00,10.00
Paredes de Coura,0.00,0.00,1.00,0.00,0.00,3.00,7.00,0.00,0.00,32.00,3.00,0.00,0.00,0.00,0.00,12.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,6.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,39.00,1.00,0.00,0.00,0.00,5.00,0.00
Pedrógão Grande,0.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,5.00,0.00,26.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Penacova,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,0.00,284.00,6.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,3.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,6.00
Penafiel,0.00,2.00,0.00,0.00,0.00,48.00,9.00,0.00,0.00,88.00,117.00,2.00,0.00,5.00,0.00,121.00,37.00,0.00,0.00,0.00,0.00,6.00,48.00,0.00,11.00,0.00,0.00,0.00,2.00,4.00,77.00,0.00,44.00,0.00,79.00,0.00,34.00,0.00,0.00,0.00,1.00,116.00,30.00,0.00,0.00,0.00,0.00,0.00,913.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,7.00,8.00,0.00,0.00,67.00,120.00,16.00
Penalva do Castelo,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,3.00,0.00,22.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,1.00,2.00,2.00,18.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,60.00
Penamacor,1.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,1.00,21.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,8.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
Penedono,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00
Penela,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,139.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,9.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Peniche,0.00,0.00,15.00,0.00,0.00,13.00,0.00,0.00,0.00,1.00,0.00,21.00,5.00,1.00,0.00,39.00,14.00,2.00,0.00,4.00,0.00,6.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,112.00,240.00,0.00,1.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00,0.00,0.00,0.00,153.00,0.00,0.00,1.00,0.00,6.00,0.00,9.00,0.00,20.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00
Peso da Régua,1.00,0.00,1.00,1.00,0.00,16.00,0.00,0.00,0.00,13.00,52.00,0.00,1.00,4.00,1.00,46.00,6.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,3.00,0.00,0.00,1.00,22.00,5.00,20.00,0.00,7.00,0.00,4.00,0.00,8.00,0.00,1.00,0.00,2.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,2.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,6.00,148.00,29.00
Pinhel,0.00,1.00,3.00,0.00,0.00,8.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,16.00,0.00,32.00,44.00,1.00,0.00,1.00,0.00,2.00,0.00,0.00,44.00,0.00,0.00,3.00,1.00,3.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,8.00
Pombal,2.00,1.00,24.00,2.00,0.00,82.00,1.00,1.00,0.00,8.00,0.00,21.00,1.00,25.00,0.00,503.00,40.00,0.00,0.00,18.00,0.00,6.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,401.00,212.00,0.00,1.00,3.00,3.00,0.00,0.00,0.00,10.00,0.00,1.00,6.00,0.00,20.00,1.00,0.00,4.00,0.00,46.00,0.00,14.00,0.00,12.00,0.00,5.00,0.00,0.00,1.00,22.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,5.00,10.00
Ponta Delgada,0.00,0.00,34.00,1.00,28.00,16.00,2.00,0.00,6.00,23.00,9.00,11.00,13.00,7.00,0.00,126.00,13.00,1.00,0.00,13.00,0.00,7.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,13.00,497.00,0.00,122.00,0.00,2.00,1.00,3.00,0.00,31.00,2.00,3.00,2.00,0.00,2.00,1002.00,5.00,5.00,1.00,139.00,0.00,3.00,0.00,4.00,0.00,2.00,6.00,0.00,1.00,5.00,0.00,0.00,0.00,4.00,0.00,0.00,13.00,7.00,10.00,11.00
Ponta do Sol,0.00,0.00,1.00,1.00,1.00,8.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,5.00,0.00,18.00,6.00,0.00,0.00,2.00,0.00,1.00,0.00,70.00,2.00,0.00,0.00,0.00,0.00,1.00,34.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,0.00
Ponte da Barca,0.00,0.00,0.00,0.00,0.00,11.00,15.00,0.00,0.00,90.00,8.00,0.00,0.00,1.00,0.00,18.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,8.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,65.00,3.00,0.00,0.00,2.00,5.00,1.00
Ponte de Lima,0.00,1.00,6.00,0.00,0.00,55.00,52.00,0.00,1.00,280.00,23.00,1.00,2.00,3.00,0.00,65.00,34.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,3.00,50.00,0.00,8.00,0.00,7.00,9.00,2.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,69.00,1.00,0.00,197.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,14.00,205.00,4.00,7.00,4.00,17.00,52.00,9.00
Ponte de Sor,4.00,0.00,19.00,0.00,0.00,8.00,0.00,0.00,3.00,0.00,0.00,2.00,6.00,43.00,0.00,30.00,14.00,2.00,0.00,44.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00,150.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,39.00,1.00,0.00,0.00,2.00,0.00,10.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Portalegre,5.00,0.00,39.00,0.00,0.00,5.00,0.00,0.00,8.00,3.00,0.00,4.00,5.00,26.00,0.00,39.00,23.00,16.00,0.00,55.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,12.00,243.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,353.00,0.00,9.00,0.00,2.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00
Portel,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,0.00,57.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Portimão,0.00,0.00,40.00,1.00,0.00,9.00,0.00,0.00,48.00,6.00,3.00,2.00,7.00,3.00,0.00,47.00,14.00,1.00,0.00,66.00,0.00,260.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,5.00,382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1.00,3.00,0.00,2.00,0.00,0.00,4.00,220.00,21.00,0.00,5.00,0.00,2.00,0.00,0.00,11.00,27.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,3.00,2.00
Porto,0.00,2.00,11.00,7.00,1.00,145.00,22.00,0.00,0.00,291.00,19.00,12.00,6.00,5.00,0.00,372.00,39.00,0.00,1.00,13.00,2.00,18.00,11.00,1.00,17.00,6.00,0.00,0.00,1.00,7.00,505.00,0.00,379.00,0.00,780.00,1.00,11.00,0.00,16.00,6.00,2.00,88.00,0.00,3.00,0.00,30.00,2.00,0.00,9880.00,1.00,1.00,0.00,5.00,0.00,8.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,12.00,121.00,0.00,6.00,315.00,94.00,13.00
Porto de Mós,0.00,0.00,15.00,0.00,1.00,25.00,1.00,0.00,1.00,5.00,2.00,17.00,3.00,8.00,0.00,107.00,10.00,1.00,0.00,8.00,0.00,8.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,258.00,172.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,1.00,0.00,14.00,0.00,9.00,0.00,6.00,1.00,1.00,2.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,2.00,2.00
Porto Moniz,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,3.00,0.00,1.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,3.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Porto Santo,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Póvoa de Lanhoso,0.00,0.00,2.00,0.00,0.00,14.00,54.00,0.00,1.00,318.00,22.00,1.00,1.00,0.00,0.00,17.00,3.00,0.00,0.00,2.00,6.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,16.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,1.00,1.00,0.00,3.00,0.00,0.00,2.00,9.00,1.00,0.00,50.00,8.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,28.00,1.00,0.00,10.00,6.00,19.00,1.00
Póvoa de Varzim,0.00,1.00,4.00,0.00,0.00,52.00,98.00,0.00,0.00,188.00,11.00,1.00,0.00,3.00,0.00,82.00,28.00,0.00,0.00,7.00,0.00,7.00,6.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,75.00,0.00,107.00,0.00,62.00,0.00,0.00,0.00,8.00,0.00,0.00,19.00,0.00,1.00,0.00,16.00,1.00,0.00,873.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,75.00,146.00,0.00,29.00,48.00,44.00,4.00
Povoação,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Proença-a-Nova,1.00,0.00,12.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,37.00,15.00,0.00,0.00,3.00,0.00,4.00,0.00,0.00,6.00,0.00,0.00,4.00,0.00,7.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,10.00,0.00,4.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00
Redondo,0.00,0.00,5.00,0.00,0.00,1.00,0.00,0.00,13.00,0.00,0.00,0.00,2.00,3.00,0.00,1.00,0.00,4.00,0.00,56.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Reguengos de Monsaraz,0.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,82.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,1.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Resende,0.00,0.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,4.00,23.00,0.00,0.00,1.00,0.00,14.00,10.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,7.00,0.00,0.00,0.00,30.00,4.00,7.00,0.00,1.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,6.00,42.00,28.00
Ribeira Brava,0.00,0.00,8.00,0.00,1.00,0.00,2.00,0.00,1.00,3.00,0.00,0.00,0.00,7.00,0.00,22.00,5.00,0.00,0.00,7.00,0.00,3.00,1.00,150.00,2.00,0.00,0.00,0.00,0.00,6.00,58.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,2.00,0.00,14.00,0.00,1.00,0.00,2.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00
Ribeira de Pena,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,3.00,13.00,0.00,0.00,1.00,0.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,50.00,0.00
Ribeira Grande,0.00,1.00,4.00,1.00,17.00,15.00,0.00,0.00,1.00,12.00,3.00,3.00,1.00,4.00,0.00,31.00,7.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,2.00,0.00,2.00,0.00,1.00,285.00,0.00,2.00,0.00,33.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,9.00,2.00
Rio Maior,0.00,0.00,20.00,0.00,0.00,6.00,0.00,0.00,1.00,3.00,0.00,11.00,8.00,7.00,0.00,26.00,7.00,0.00,0.00,15.00,0.00,8.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,81.00,211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,10.00,2.00,0.00,0.00,3.00,3.00,0.00,29.00,0.00,78.00,0.00,0.00,3.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00
Sabrosa,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,2.00,10.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,70.00,1.00
Sabugal,0.00,1.00,5.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,14.00,0.00,29.00,39.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,5.00,1.00,2.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,0.00,3.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,8.00
Salvaterra de Magos,3.00,0.00,24.00,0.00,0.00,8.00,0.00,1.00,1.00,0.00,0.00,3.00,2.00,9.00,0.00,19.00,6.00,0.00,0.00,26.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,11.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,0.00,16.00,0.00,93.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
Santa Comba Dão,0.00,2.00,1.00,0.00,0.00,21.00,0.00,0.00,0.00,3.00,4.00,0.00,0.00,10.00,0.00,91.00,12.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,8.00,0.00,0.00,0.00,2.00,7.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,11.00,0.00,0.00,0.00,1.00,0.00,3.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,55.00
