,"Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por município do estabelecimento de ensino superior e município da residência permanente do aluno, em 2019/20 - Todos os cursos/ciclos de estudos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
municipios,Abrantes,Águeda,Almada,Amadora,Amares,Angra do Heroísmo,Aveiro,Barcelos,Barreiro,Beja,Braga,Bragança,Caldas da Rainha,Cascais,Castelo Branco,Chaves,Coimbra,Covilhã,Elvas,Évora,Fafe,Faro,Felgueiras,Funchal,Guarda,Guimarães,Idanha-a-Nova,Lamego,Leiria,Lisboa,Maia,Marinha Grande,Matosinhos,Melgaço,Mirandela,Odivelas,Oeiras,Oliveira de Azeméis,Oliveira do Hospital,Paredes,Penafiel,Peniche,Ponta Delgada,Ponte de Lima,Portalegre,Portimão,Porto,Rio Maior,Santa Maria da Feira,Santarém,Seia,Setúbal,Silves,Sintra,Tomar,Valença,Viana do Castelo,Vila do Conde,Vila Nova de Cerveira,Vila Nova de Famalicão,Vila Nova de Gaia,Vila Real,Viseu
Penafiel,0.00,1.00,3.00,1.00,0.00,0.00,48.00,3.00,0.00,0.00,71.00,117.00,1.00,0.00,7.00,0.00,102.00,44.00,0.00,5.00,1.00,2.00,72.00,1.00,7.00,0.00,2.00,4.00,0.00,67.00,65.00,0.00,91.00,0.00,39.00,0.00,0.00,2.00,3.00,106.00,91.00,0.00,1.00,1.00,1.00,0.00,1006.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,8.00,7.00,0.00,3.00,72.00,111.00,14.00
Penalva do Castelo,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00,18.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,2.00,2.00,16.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,69.00
Penamacor,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.00,0.00,4.00,30.00,0.00,2.00,0.00,2.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Penedono,0.00,1.00,1.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,15.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,5.00,3.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,20.00
Penela,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,133.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
Peniche,3.00,0.00,19.00,0.00,0.00,1.00,15.00,0.00,0.00,0.00,1.00,0.00,20.00,9.00,8.00,0.00,51.00,4.00,1.00,9.00,0.00,5.00,0.00,0.00,2.00,0.00,0.00,0.00,90.00,249.00,1.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,1.00,0.00,119.00,0.00,0.00,3.00,1.00,11.00,12.00,0.00,14.00,0.00,2.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Peso da Régua,0.00,0.00,2.00,0.00,0.00,0.00,14.00,1.00,0.00,1.00,12.00,37.00,0.00,0.00,2.00,2.00,49.00,5.00,0.00,2.00,0.00,2.00,1.00,0.00,6.00,0.00,0.00,22.00,1.00,25.00,7.00,0.00,7.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,3.00,0.00,0.00,7.00,113.00,26.00
Pinhel,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,17.00,0.00,36.00,53.00,0.00,1.00,0.00,1.00,0.00,0.00,40.00,0.00,1.00,0.00,1.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,7.00,10.00
Pombal,4.00,2.00,22.00,0.00,0.00,1.00,90.00,1.00,0.00,3.00,12.00,4.00,32.00,9.00,32.00,0.00,459.00,51.00,1.00,14.00,0.00,8.00,1.00,0.00,10.00,0.00,2.00,1.00,426.00,214.00,0.00,5.00,5.00,1.00,1.00,2.00,22.00,2.00,7.00,2.00,0.00,26.00,1.00,0.00,3.00,1.00,48.00,14.00,0.00,16.00,2.00,2.00,0.00,0.00,20.00,0.00,1.00,1.00,0.00,0.00,5.00,7.00,13.00
Ponta Delgada,0.00,1.00,34.00,1.00,0.00,29.00,33.00,7.00,0.00,10.00,27.00,11.00,6.00,21.00,2.00,0.00,108.00,8.00,0.00,17.00,0.00,12.00,2.00,2.00,2.00,0.00,2.00,0.00,11.00,491.00,10.00,0.00,8.00,3.00,2.00,1.00,57.00,1.00,8.00,0.00,0.00,1.00,932.00,4.00,3.00,0.00,174.00,6.00,0.00,2.00,1.00,6.00,0.00,0.00,3.00,0.00,2.00,2.00,0.00,2.00,12.00,17.00,12.00
Ponta do Sol,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,4.00,1.00,0.00,0.00,4.00,0.00,24.00,2.00,0.00,1.00,0.00,1.00,0.00,71.00,0.00,0.00,1.00,1.00,2.00,46.00,1.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,18.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00
Ponte da Barca,0.00,2.00,0.00,0.00,0.00,0.00,10.00,11.00,0.00,0.00,92.00,6.00,0.00,1.00,1.00,0.00,15.00,12.00,0.00,2.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,3.00,14.00,1.00,0.00,1.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,60.00,2.00,0.00,0.00,1.00,15.00,2.00
Ponte de Lima,2.00,0.00,0.00,0.00,4.00,1.00,63.00,37.00,0.00,0.00,370.00,23.00,2.00,3.00,3.00,0.00,83.00,18.00,0.00,2.00,0.00,1.00,10.00,0.00,1.00,0.00,0.00,0.00,4.00,47.00,9.00,0.00,9.00,11.00,9.00,0.00,3.00,0.00,1.00,2.00,0.00,0.00,0.00,46.00,0.00,0.00,196.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,21.00,233.00,2.00,2.00,2.00,17.00,47.00,6.00
Ponte de Sor,2.00,0.00,17.00,0.00,0.00,0.00,14.00,0.00,0.00,1.00,0.00,1.00,2.00,3.00,45.00,0.00,35.00,17.00,2.00,62.00,0.00,9.00,0.00,0.00,0.00,0.00,2.00,2.00,7.00,109.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,5.00,4.00,0.00,10.00,0.00,4.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
Portalegre,0.00,0.00,33.00,0.00,0.00,0.00,7.00,0.00,0.00,5.00,1.00,0.00,0.00,8.00,29.00,0.00,46.00,22.00,14.00,94.00,0.00,3.00,0.00,0.00,4.00,0.00,1.00,0.00,13.00,234.00,0.00,0.00,1.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,469.00,0.00,4.00,1.00,0.00,0.00,2.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Portel,0.00,0.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,1.00,0.00,39.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Portimão,1.00,0.00,39.00,4.00,0.00,0.00,24.00,0.00,0.00,65.00,5.00,4.00,3.00,18.00,16.00,0.00,53.00,10.00,5.00,72.00,0.00,284.00,0.00,0.00,5.00,0.00,2.00,0.00,11.00,419.00,1.00,0.00,2.00,0.00,3.00,1.00,18.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,8.00,279.00,21.00,9.00,0.00,3.00,0.00,7.00,48.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,3.00,2.00,4.00
Porto,0.00,2.00,15.00,6.00,0.00,0.00,153.00,17.00,0.00,2.00,220.00,26.00,9.00,65.00,10.00,1.00,346.00,47.00,1.00,16.00,3.00,18.00,27.00,0.00,6.00,1.00,1.00,2.00,7.00,520.00,373.00,0.00,610.00,2.00,10.00,0.00,14.00,4.00,0.00,108.00,3.00,1.00,6.00,16.00,1.00,0.00,10083.00,1.00,1.00,1.00,2.00,0.00,0.00,2.00,1.00,2.00,21.00,161.00,0.00,16.00,564.00,88.00,14.00
Porto de Mós,1.00,0.00,20.00,1.00,0.00,1.00,32.00,0.00,0.00,1.00,3.00,2.00,30.00,4.00,18.00,0.00,101.00,21.00,0.00,26.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,230.00,190.00,0.00,4.00,1.00,0.00,1.00,0.00,6.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,7.00,1.00,21.00,9.00,0.00,12.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
Porto Moniz,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,1.00,1.00,0.00,1.00,0.00,6.00,1.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,9.00,1.00,0.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
Porto Santo,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,5.00,1.00,0.00,1.00,0.00,5.00,0.00,24.00,0.00,0.00,0.00,0.00,3.00,31.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00
Póvoa de Lanhoso,0.00,0.00,0.00,0.00,15.00,0.00,5.00,52.00,0.00,1.00,307.00,22.00,1.00,0.00,0.00,0.00,20.00,8.00,0.00,2.00,9.00,1.00,1.00,0.00,3.00,0.00,1.00,0.00,1.00,16.00,10.00,0.00,3.00,4.00,3.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,1.00,53.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,17.00,0.00,0.00,5.00,2.00,33.00,2.00
Póvoa de Varzim,0.00,0.00,4.00,1.00,0.00,1.00,38.00,98.00,0.00,1.00,192.00,17.00,7.00,7.00,10.00,0.00,74.00,20.00,0.00,10.00,0.00,5.00,6.00,1.00,3.00,0.00,0.00,0.00,5.00,70.00,115.00,0.00,104.00,3.00,6.00,0.00,3.00,1.00,2.00,10.00,1.00,1.00,2.00,20.00,0.00,0.00,934.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,7.00,112.00,69.00,0.00,33.00,66.00,50.00,6.00
Povoação,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,0.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,53.00,0.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00
Proença-a-Nova,1.00,0.00,13.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,45.00,0.00,29.00,17.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,8.00,58.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,7.00,0.00,1.00,3.00,0.00,1.00,1.00,3.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
Redondo,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,11.00,1.00,0.00,0.00,1.00,3.00,0.00,11.00,0.00,1.00,68.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,17.00,0.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
Reguengos de Monsaraz,0.00,0.00,8.00,0.00,0.00,0.00,2.00,0.00,0.00,18.00,1.00,0.00,0.00,0.00,0.00,0.00,11.00,2.00,0.00,98.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,52.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,2.00,1.00,0.00,2.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Resende,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,4.00,30.00,0.00,1.00,2.00,0.00,27.00,4.00,0.00,0.00,1.00,0.00,1.00,0.00,8.00,0.00,0.00,16.00,1.00,8.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,7.00,31.00,40.00
Ribeira Brava,1.00,0.00,7.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,1.00,1.00,0.00,5.00,0.00,26.00,9.00,0.00,9.00,0.00,9.00,1.00,165.00,1.00,0.00,1.00,0.00,1.00,64.00,1.00,0.00,3.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,3.00,2.00,0.00,3.00,1.00,33.00,2.00,0.00,2.00,0.00,6.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00
Ribeira de Pena,0.00,0.00,1.00,0.00,1.00,0.00,2.00,1.00,0.00,0.00,10.00,10.00,0.00,0.00,1.00,1.00,9.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,1.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,60.00,1.00
Ribeira Grande,1.00,0.00,10.00,0.00,0.00,11.00,15.00,2.00,0.00,2.00,14.00,1.00,2.00,0.00,1.00,0.00,37.00,7.00,0.00,11.00,0.00,3.00,1.00,1.00,0.00,0.00,2.00,0.00,15.00,104.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,1.00,0.00,5.00,334.00,0.00,2.00,0.00,29.00,1.00,0.00,5.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00,9.00,2.00
Rio Maior,1.00,1.00,21.00,1.00,0.00,0.00,4.00,0.00,0.00,1.00,1.00,0.00,15.00,9.00,11.00,0.00,36.00,6.00,1.00,17.00,0.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,76.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,26.00,1.00,0.00,3.00,3.00,3.00,35.00,0.00,95.00,1.00,4.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Sabrosa,0.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,0.00,2.00,14.00,0.00,0.00,0.00,0.00,6.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,55.00,3.00
Sabugal,0.00,0.00,4.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,15.00,0.00,40.00,41.00,0.00,2.00,0.00,0.00,0.00,0.00,33.00,0.00,2.00,1.00,2.00,31.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,6.00
Salvaterra de Magos,2.00,2.00,22.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1.00,19.00,5.00,15.00,0.00,16.00,10.00,1.00,35.00,0.00,5.00,0.00,0.00,3.00,0.00,0.00,0.00,16.00,237.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,4.00,0.00,3.00,10.00,0.00,120.00,0.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00
Santa Comba Dão,0.00,0.00,3.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,8.00,0.00,93.00,15.00,0.00,4.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,4.00,32.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,63.00
Santa Cruz,1.00,0.00,19.00,0.00,0.00,1.00,25.00,2.00,0.00,4.00,36.00,1.00,4.00,7.00,12.00,0.00,85.00,20.00,0.00,10.00,0.00,17.00,0.00,561.00,1.00,0.00,0.00,2.00,11.00,331.00,1.00,0.00,8.00,0.00,2.00,0.00,9.00,3.00,0.00,0.00,0.00,7.00,6.00,0.00,4.00,1.00,92.00,6.00,0.00,5.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,6.00,11.00,2.00
Santa Cruz da Graciosa,0.00,0.00,1.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,18.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,1.00,0.00,10.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00
Santa Cruz das Flores,0.00,0.00,2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Maria da Feira,2.00,29.00,6.00,1.00,0.00,0.00,546.00,6.00,0.00,0.00,101.00,26.00,10.00,6.00,20.00,1.00,298.00,78.00,0.00,10.00,0.00,7.00,15.00,0.00,17.00,0.00,1.00,8.00,15.00,135.00,104.00,0.00,126.00,2.00,5.00,0.00,4.00,126.00,3.00,18.00,0.00,4.00,2.00,1.00,1.00,0.00,1834.00,2.00,184.00,2.00,5.00,2.00,1.00,0.00,3.00,1.00,8.00,22.00,0.00,2.00,198.00,69.00,53.00
Santa Marta de Penaguião,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,7.00,32.00,0.00,1.00,0.00,0.00,11.00,5.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,10.00,1.00,6.00,0.00,0.00,3.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,72.00,1.00
Santana,0.00,0.00,5.00,0.00,0.00,0.00,3.00,1.00,0.00,1.00,5.00,1.00,0.00,2.00,5.00,0.00,12.00,5.00,0.00,2.00,0.00,1.00,0.00,75.00,0.00,0.00,0.00,0.00,4.00,30.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,2.00,0.00,19.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,0.00
Santarém,12.00,0.00,83.00,0.00,0.00,0.00,37.00,1.00,0.00,3.00,3.00,2.00,26.00,28.00,18.00,0.00,176.00,32.00,3.00,69.00,0.00,16.00,0.00,0.00,1.00,0.00,4.00,0.00,110.00,858.00,2.00,0.00,0.00,0.00,4.00,1.00,32.00,0.00,4.00,1.00,0.00,22.00,0.00,0.00,12.00,4.00,20.00,53.00,0.00,612.00,0.00,16.00,1.00,1.00,23.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,5.00
Santiago do Cacém,1.00,0.00,65.00,1.00,0.00,0.00,9.00,0.00,3.00,76.00,0.00,0.00,0.00,4.00,2.00,0.00,15.00,5.00,0.00,43.00,0.00,48.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,254.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,0.00,7.00,2.00,0.00,1.00,0.00,104.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Santo Tirso,0.00,0.00,1.00,1.00,0.00,0.00,42.00,39.00,0.00,1.00,367.00,35.00,3.00,1.00,8.00,0.00,68.00,20.00,0.00,5.00,4.00,8.00,61.00,0.00,5.00,0.00,1.00,2.00,4.00,57.00,122.00,0.00,79.00,1.00,11.00,0.00,2.00,2.00,0.00,13.00,0.00,3.00,1.00,3.00,0.00,0.00,899.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,1.00,14.00,28.00,0.00,58.00,72.00,69.00,6.00
São Brás de Alportel,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,0.00,2.00,0.00,5.00,2.00,0.00,13.00,0.00,160.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,59.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,8.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
São João da Madeira,0.00,1.00,2.00,1.00,0.00,0.00,86.00,3.00,0.00,0.00,22.00,9.00,2.00,1.00,1.00,0.00,97.00,22.00,0.00,1.00,0.00,3.00,0.00,0.00,10.00,0.00,0.00,2.00,3.00,34.00,7.00,0.00,20.00,2.00,2.00,0.00,4.00,29.00,4.00,4.00,0.00,1.00,1.00,2.00,0.00,0.00,258.00,2.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,13.00,6.00,19.00
São João da Pesqueira,0.00,0.00,1.00,0.00,0.00,0.00,8.00,1.00,0.00,0.00,1.00,14.00,0.00,2.00,1.00,0.00,27.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,12.00,0.00,0.00,3.00,0.00,11.00,1.00,0.00,2.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,17.00,23.00
São Pedro do Sul,0.00,4.00,6.00,0.00,0.00,1.00,43.00,0.00,0.00,0.00,0.00,2.00,2.00,3.00,2.00,0.00,99.00,17.00,0.00,1.00,0.00,0.00,0.00,0.00,18.00,0.00,1.00,4.00,3.00,43.00,1.00,0.00,3.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,2.00,0.00,39.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,107.00
São Roque do Pico,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
São Vicente,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,7.00,1.00,0.00,1.00,1.00,0.00,5.00,0.00,1.00,0.00,0.00,3.00,0.00,41.00,0.00,0.00,0.00,0.00,3.00,26.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00
