,,,,,,,,
ACESSO AO ENSINO SUPERIOR 2018 - 1ª FASE DO CONCURSO NACIONAL DE ACESSO,,,,,,,,
Classificações dos últimos colocados pelo contingente geral,,,,,,,,
,,,,,,,,
Código Instit.,Código Curso,Nome da Instituição,Nome do Curso,Grau,Vagas Iniciais,Colocados ,Nota do últ. colocado (cont. geral),"Sobras para
2ª fase"
3182,9123,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Mecânica,L1,45,3,134.3,42
3182,9152,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas,L1,70,71,120.0,0
3182,9205,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Marketing,L1,42,42,119.1,0
3182,9254,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Turismo,L1,45,46,126.0,0
3182,9491,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologias e Design de Multimédia,L1,45,33,106.1,12
3182,9994,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas (regime pós-laboral),L1,35,9,102.5,26
3185,9085,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Enfermagem Veterinária,L1,45,34,109.1,11
3185,9086,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Agronómica,L1,24,2,131.0,22
3185,9818,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Ciência e Tecnologia Animal,L1,25,3,132.2,22
3185,L025,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Qualidade Alimentar e Nutrição,L1,25,4,,21
3186,8014,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Serviço Social (regime pós-laboral),L1,27,1,,26
3186,9061,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Contabilidade e Auditoria,L1,25,9,98.0,16
3186,9122,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Engenharia Informática e Telecomunicações,L1,25,6,95.0,19
3186,9168,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Gestão e Informática,L1,23,6,117.6,17
3186,9179,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,"Gestão Turística, Cultural e Patrimonial",L1,23,17,112.4,6
3186,9238,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Serviço Social,L1,30,30,115.2,0
3186,L116,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Secretariado de Administração,L1,40,19,108.7,21
3241,9056,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Contabilidade,L1,25,3,113.7,22
3241,9152,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Empresas,L1,55,31,105.0,24
3241,9640,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Recursos Humanos e Comportamento Organizacional,L1,32,31,100.9,1
3241,9641,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão Turística e Cultural,L1,27,16,105.9,11
3242,9112,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Eletrotécnica e de Computadores,L1,40,1,,39
3242,9119,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Informática,L1,49,25,110.6,24
3242,9380,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Conservação e Restauro,L1,30,19,110.7,11
3242,9644,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Design e Tecnologia das Artes Gráficas,L1,45,18,109.0,27
3242,9645,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Fotografia,L1,30,25,104.9,5
3242,L106,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Construção e Reabilitação,L1,30,0,,30
3242,L142,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Tecnologia Química,L1,25,0,,25
3243,9054,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Comunicação Social,L1,32,27,95.0,5
3243,9123,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Engenharia Mecânica,L1,27,0,,27
3243,L143,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Informática e Tecnologias Multimédia,L1,33,2,,31
3243,L177,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Cinema Documental,L1,20,9,113.4,11
3331,9069,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Design,L1,43,43,144.1,0
3331,9213,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Multimédia,L1,25,25,172.0,0
3331,9244,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Tecnologia da Comunicação Audiovisual,L1,25,25,147.4,0
3331,9645,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Fotografia,L1,20,20,135.5,0
3331,L071,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Tecnologias e Sistemas de Informação para a Web,L1,30,30,116.5,0
5402,9007,Universidade do Porto - Faculdade de Belas-Artes,Artes Plásticas,L1,84,84,162.0,0
5402,9070,Universidade do Porto - Faculdade de Belas-Artes,Design de Comunicação,L1,47,47,173.5,0
6800,8014,ISCTE - Instituto Universitário de Lisboa,Serviço Social (regime pós-laboral),L1,40,41,131.0,0
6800,8029,ISCTE - Instituto Universitário de Lisboa,Finanças e Contabilidade,L1,72,72,149.5,0
6800,8109,ISCTE - Instituto Universitário de Lisboa,Sociologia (regime pós-laboral),L1,35,37,119.0,0
6800,8366,ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas (regime pós-laboral),L1,35,35,134.0,0
6800,9019,ISCTE - Instituto Universitário de Lisboa,Ciência Política,L1,40,40,153.0,0
6800,9081,ISCTE - Instituto Universitário de Lisboa,Economia,L1,72,72,157.5,0
6800,9098,ISCTE - Instituto Universitário de Lisboa,Engenharia de Telecomunicações e Informática,L1,60,60,126.5,0
6800,9119,ISCTE - Instituto Universitário de Lisboa,Engenharia Informática,L1,60,60,151.0,0
6800,9147,ISCTE - Instituto Universitário de Lisboa,Gestão,L1,175,175,162.0,0
6800,9156,ISCTE - Instituto Universitário de Lisboa,Gestão de Marketing,L1,40,40,151.5,0
6800,9157,ISCTE - Instituto Universitário de Lisboa,Gestão de Recursos Humanos,L1,40,40,162.0,0
6800,9189,ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas,L1,60,60,144.5,0
6800,9219,ISCTE - Instituto Universitário de Lisboa,Psicologia,L1,65,67,155.0,0
6800,9240,ISCTE - Instituto Universitário de Lisboa,Sociologia,L1,63,65,133.5,0
6800,9257,ISCTE - Instituto Universitário de Lisboa,Arquitetura,MI,50,50,143.0,0
6800,9448,ISCTE - Instituto Universitário de Lisboa,Antropologia,L1,30,30,121.5,0
6800,9885,ISCTE - Instituto Universitário de Lisboa,Engenharia Informática (regime pós-laboral),L1,35,35,133.0,0
6800,9927,ISCTE - Instituto Universitário de Lisboa,História Moderna e Contemporânea,L1,35,35,119.5,0
6800,L030,ISCTE - Instituto Universitário de Lisboa,Gestão Industrial e Logística,L1,40,40,150.3,0
7001,9500,Escola Superior de Enfermagem de Coimbra,Enfermagem,L1,320,324,131.2,0
7002,9500,Escola Superior de Enfermagem de Lisboa,Enfermagem,L1,285,286,135.8,0
7003,9500,Escola Superior de Enfermagem do Porto,Enfermagem,L1,257,257,144.0,0
7005,8138,Instituto Politécnico de Beja - Escola Superior de Saúde,Terapia Ocupacional,L1,25,3,109.0,22
7005,9500,Instituto Politécnico de Beja - Escola Superior de Saúde,Enfermagem,L1,35,35,124.0,0
7010,9500,Universidade do Minho - Escola Superior de Enfermagem,Enfermagem,L1,85,85,142.0,0
7015,8149,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Dietética e Nutrição,L1,36,16,108.9,20
7015,9500,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem,L1,55,58,121.9,0
7015,9501,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem (entrada no 2.º semestre),L1,49,5,101.4,44
7015,9549,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Farmácia,L1,45,6,110.0,39
7015,9833,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Gerontologia,L1,35,0,,35
7015,L068,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Ciências Biomédicas Laboratoriais,L1,36,19,97.0,17
7020,9500,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Enfermagem,L1,60,61,112.6,0
7020,9504,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisioterapia,L1,37,37,142.2,0
7020,L066,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Imagem Médica e Radioterapia,L1,26,21,110.4,5
7020,L067,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisiologia Clínica,L1,30,15,122.7,15
7020,L068,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Ciências Biomédicas Laboratoriais,L1,30,24,99.0,6
7030,9500,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,Enfermagem,L1,65,67,125.2,0
7035,8149,Universidade do Algarve - Escola Superior de Saúde,Dietética e Nutrição,L1,30,28,108.0,2
7035,8152,Universidade do Algarve - Escola Superior de Saúde,Ortoprotesia,L1,20,1,,19
7035,9500,Universidade do Algarve - Escola Superior de Saúde,Enfermagem,L1,35,35,129.0,0
7035,9549,Universidade do Algarve - Escola Superior de Saúde,Farmácia,L1,25,10,109.7,15
7035,L066,Universidade do Algarve - Escola Superior de Saúde,Imagem Médica e Radioterapia,L1,28,16,111.5,12
7035,L068,Universidade do Algarve - Escola Superior de Saúde,Ciências Biomédicas Laboratoriais,L1,30,29,111.8,1
7040,9500,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Enfermagem,L1,74,74,100.0,0
7040,9549,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Farmácia,L1,42,8,117.0,34
7045,8138,Instituto Politécnico de Leiria - Escola Superior de Saúde,Terapia Ocupacional,L1,35,21,110.6,14
7045,8149,Instituto Politécnico de Leiria - Escola Superior de Saúde,Dietética e Nutrição,L1,30,30,116.0,0
7045,9500,Instituto Politécnico de Leiria - Escola Superior de Saúde,Enfermagem,L1,85,87,124.2,0
7045,9504,Instituto Politécnico de Leiria - Escola Superior de Saúde,Fisioterapia,L1,35,36,141.6,0
7045,9890,Instituto Politécnico de Leiria - Escola Superior de Saúde,Terapia da Fala,L1,25,3,124.4,22
7055,9500,Instituto Politécnico de Portalegre - Escola Superior de Saúde,Enfermagem,L1,74,48,100.6,26
7055,9556,Instituto Politécnico de Portalegre - Escola Superior de Saúde,Higiene Oral,L1,20,4,97.0,16
7065,9500,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,Enfermagem,L1,80,84,120.8,0
7075,9500,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde,Enfermagem,L1,70,70,129.3,0
7080,9500,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,Enfermagem,L1,85,85,131.8,0
7085,9500,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,Enfermagem,L1,86,86,127.4,0
7092,9500,Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo,Enfermagem,L1,40,18,113.0,22
7093,9500,Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada,Enfermagem,L1,40,32,107.8,8
7105,9745,Escola Superior Náutica Infante D. Henrique,Engenharia de Máquinas Marítimas,L1,56,13,112.1,43
7105,9789,Escola Superior Náutica Infante D. Henrique,Pilotagem,L1,29,32,140.6,0
7105,9924,Escola Superior Náutica Infante D. Henrique,Gestão de Transportes e Logística,L1,38,39,121.3,0
7105,9926,Escola Superior Náutica Infante D. Henrique,Gestão Portuária,L1,20,20,129.8,0
7105,L118,Escola Superior Náutica Infante D. Henrique,Engenharia Eletrotécnica Marítima,L1,30,2,124.6,28
7110,8011,Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração (regime pós-laboral),L1,28,15,96.0,13
7110,9076,Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira,L1,60,61,148.8,0
7110,9163,Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística,L1,40,41,144.8,0
7110,9177,Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística,L1,60,62,149.2,0
7110,9183,Escola Superior de Hotelaria e Turismo do Estoril,Informação Turística,L1,50,50,123.0,0
7110,9217,Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração,L1,40,40,121.4,0
7110,9875,Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira (regime pós-laboral),L1,53,55,133.6,0
7110,9995,Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística (regime pós-laboral),L1,35,36,131.0,0
7110,9996,Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística (regime pós-laboral),L1,43,48,133.2,0
7210,8141,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Audiologia,L1,32,15,106.6,17
7210,8149,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Dietética e Nutrição,L1,38,38,134.0,0
7210,9504,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisioterapia,L1,39,39,155.6,0
7210,9549,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Farmácia,L1,40,40,129.0,0
7210,9861,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Saúde Ambiental,L1,30,12,104.5,18
7210,L066,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Imagem Médica e Radioterapia,L1,35,35,132.9,0
7210,L067,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisiologia Clínica,L1,35,35,136.4,0
7210,L068,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Ciências Biomédicas Laboratoriais,L1,35,35,142.8,0
7220,8149,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Dietética e Nutrição,L1,40,40,145.8,0
7220,8152,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ortoprotesia,L1,30,30,118.8,0
7220,9504,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisioterapia,L1,40,40,155.1,0
7220,9549,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Farmácia,L1,50,51,139.2,0
7220,9861,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Saúde Ambiental,L1,30,30,112.7,0
7220,L066,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Imagem Médica e Radioterapia,L1,60,60,130.0,0
7220,L067,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisiologia Clínica,L1,40,40,137.7,0
7220,L068,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ciências Biomédicas Laboratoriais,L1,55,55,147.5,0
7220,L161,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ortóptica e Ciências da Visão,L1,35,35,123.2,0
7230,8138,Instituto Politécnico do Porto - Escola Superior de Saúde,Terapia Ocupacional,L1,55,55,125.5,0
7230,8141,Instituto Politécnico do Porto - Escola Superior de Saúde,Audiologia,L1,20,20,117.3,0
7230,8143,Instituto Politécnico do Porto - Escola Superior de Saúde,Ortóptica,L1,20,20,124.3,0
7230,9504,Instituto Politécnico do Porto - Escola Superior de Saúde,Fisioterapia,L1,55,55,156.5,0
7230,9549,Instituto Politécnico do Porto - Escola Superior de Saúde,Farmácia,L1,55,55,133.0,0
7230,9861,Instituto Politécnico do Porto - Escola Superior de Saúde,Saúde Ambiental,L1,40,40,117.0,0
7230,9890,Instituto Politécnico do Porto - Escola Superior de Saúde,Terapia da Fala,L1,40,40,116.0,0
7230,L066,Instituto Politécnico do Porto - Escola Superior de Saúde,Imagem Médica e Radioterapia,L1,55,55,133.0,0
7230,L067,Instituto Politécnico do Porto - Escola Superior de Saúde,Fisiologia Clínica,L1,43,43,136.0,0
7230,L068,Instituto Politécnico do Porto - Escola Superior de Saúde,Ciências Biomédicas Laboratoriais,L1,55,55,149.0,0
7230,L101,Instituto Politécnico do Porto - Escola Superior de Saúde,Biotecnologia Medicinal,L1,20,20,158.5,0
7230,L136,Instituto Politécnico do Porto - Escola Superior de Saúde,Osteopatia,L1,20,20,142.0,0
,,,,,,,,
,,,TOTAL,,50852,43992,,7290
